LocationID,FacilityName,Address,City,State,ZIPCode,PhoneNumber
1000456,CALLAHAN EYE HOSPITAL,11815 EDUCATION STREET,AUBURN,CA,95603,2053258100
1000457,CALLAHAN EYE HOSPITAL,2131 W 3RD ST,LOS ANGELES,CA,90057,2053258100
1000458,CALLAHAN EYE HOSPITAL,354 SANTA FE DRIVE,ENCINITAS,CA,92024,2053258100
1000459,CALLAHAN EYE HOSPITAL,1010 MURRAY ST,SAN LUIS OBISPO,CA,93405,2053258100
1000460,CALLAHAN EYE HOSPITAL,99 MONTECILLO RD,SAN RAFAEL,CA,94903,2053258100
1000461,CALLAHAN EYE HOSPITAL,39400 PASEO PADRE PKWY,FREMONT,CA,94538,2053258100
1000462,CALLAHAN EYE HOSPITAL,4647 ZION AVE,SAN DIEGO,CA,92120,2053258100
1000463,CALLAHAN EYE HOSPITAL,6501 COYLE AVE,CARMICHAEL,CA,95608,2053258100
1000464,CALLAHAN EYE HOSPITAL,15248 11TH ST,VICTORVILLE,CA,92392,2053258100
1000465,CALLAHAN EYE HOSPITAL,3901 LONE TREE WAY,ANTIOCH,CA,94509,2053258100
1000466,CALLAHAN EYE HOSPITAL,17772 BEACH BLVD,HUNTINGTON BEACH,CA,92647,2053258100
1000467,CALLAHAN EYE HOSPITAL,520 WEST I ST,LOS BANOS,CA,93635,2053258100
1000468,CALLAHAN EYE HOSPITAL,47111 MONROE STREET,INDIO,CA,92201,2053258100
1000469,CALLAHAN EYE HOSPITAL,2000 SUTTER PLACE,DAVIS,CA,95616,2053258100
1000470,CALLAHAN EYE HOSPITAL,1100 VETERANS BOULEVARD,REDWOOD CITY,CA,94063,2053258100
1000471,CALLAHAN EYE HOSPITAL,301 VICTORIA STREET,COSTA MESA,CA,92627,2053258100
1000472,CALLAHAN EYE HOSPITAL,26501 AVENUE 140,PORTERVILLE,CA,93257,2053258100
1000473,CALLAHAN EYE HOSPITAL,2501 HARBOR BOULEVARD,COSTA MESA,CA,92626,2053258100
1000474,CALLAHAN EYE HOSPITAL,215 W JANSS RD,THOUSAND OAKS,CA,91360,2053258100
1000475,CALLAHAN EYE HOSPITAL,3751 KATELLA AVENUE,LOS ALAMITOS,CA,90720,2053258100
1000476,CALLAHAN EYE HOSPITAL,23388 MULHOLLAND DRIVE,WOODLAND HILLS,CA,91364,2053258100
1000477,CALLAHAN EYE HOSPITAL,1700 COFFEE RD,MODESTO,CA,95355,2053258100
1000478,CALLAHAN EYE HOSPITAL,6041 CADILLAC AVE,LOS ANGELES,CA,90034,2053258100
1000479,CALLAHAN EYE HOSPITAL,27700 MEDICAL CENTER RD,MISSION VIEJO,CA,92691,2053258100
1000480,CALLAHAN EYE HOSPITAL,1250 E ALMOND AVE,MADERA,CA,93637,2053258100
1000481,CALLAHAN EYE HOSPITAL,17100 EUCLID STREET,FOUNTAIN VALLEY,CA,92708,2053258100
1000482,CALLAHAN EYE HOSPITAL,39-000 BOB HOPE DRIVE,RANCHO MIRAGE,CA,92270,2053258100
1000483,CALLAHAN EYE HOSPITAL,21530 S PIONEER BLVD,HAWAIIAN GARDENS,CA,90716,2053258100
1000484,CALLAHAN EYE HOSPITAL,7901 WALKER STREET,LA PALMA,CA,90623,2053258100
1000485,CALLAHAN EYE HOSPITAL,3700 E SOUTH ST,LAKEWOOD,CA,90712,2053258100
1000486,CALLAHAN EYE HOSPITAL,5451 WALNUT AVE,CHINO,CA,91710,2053258100
1000487,CALLAHAN EYE HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,2053258100
1000488,CALLAHAN EYE HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,2053258100
1000489,CALLAHAN EYE HOSPITAL,7500 HOSPITAL DRIVE,SACRAMENTO,CA,95823,2053258100
1000490,CALLAHAN EYE HOSPITAL,250 S GRAND AVE,GLENDORA,CA,91740,2053258100
1000491,CALLAHAN EYE HOSPITAL,2315 STOCKTON BOULEVARD,SACRAMENTO,CA,95817,2053258100
1000492,CALLAHAN EYE HOSPITAL,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,CA,92653,2053258100
1000493,CALLAHAN EYE HOSPITAL,250 HOSPITAL PARKWAY,SAN JOSE,CA,95119,2053258100
1000494,HELEN KELLER MEMORIAL HOSPITAL,1401 GARCES HIGHWAY,DELANO,CA,93215,2563864556
1000495,HELEN KELLER MEMORIAL HOSPITAL,3440 E LA PALMA AVE,ANAHEIM,CA,92806,2563864556
1000496,HELEN KELLER MEMORIAL HOSPITAL,2309 ANTONIO AVE,CAMARILLO,CA,93010,2563864556
1000497,HELEN KELLER MEMORIAL HOSPITAL,23845  MCBEAN PKWY,VALENCIA,CA,91355,2563864556
1000498,HELEN KELLER MEMORIAL HOSPITAL,8700 BEVERLY BLVD,LOS ANGELES,CA,90048,2563864556
1000499,HELEN KELLER MEMORIAL HOSPITAL,1100 LAS TABLAS RD,TEMPLETON,CA,93465,2563864556
1000500,HELEN KELLER MEMORIAL HOSPITAL,15615 POMERADO ROAD,POWAY,CA,92064,2563864556
1000501,HELEN KELLER MEMORIAL HOSPITAL,4060 WHITTIER BLVD,LOS ANGELES,CA,90023,2563864556
1000502,HELEN KELLER MEMORIAL HOSPITAL,4081 E OLYMPIC BLVD,LOS ANGELES,CA,90023,2563864556
1000503,HELEN KELLER MEMORIAL HOSPITAL,375 LAGUNA HONDA BLVD,SAN FRANCISCO,CA,94116,2563864556
1000504,HELEN KELLER MEMORIAL HOSPITAL,6600 BRUCEVILLE ROAD,SACRAMENTO,CA,95823,2563864556
1000505,HELEN KELLER MEMORIAL HOSPITAL,5601 DE SOTO,WOODLAND HILLS,CA,91367,2563864556
1000506,HELEN KELLER MEMORIAL HOSPITAL,9920 TALBERT AVENUE,FOUNTAIN VALLEY,CA,92708,2563864556
1000507,HELEN KELLER MEMORIAL HOSPITAL,28400 MCCALL B0ULEVARD,SUN CITY,CA,92585,2563864556
1000508,HELEN KELLER MEMORIAL HOSPITAL,10800 MAGNOLIA AVENUE,RIVERSIDE,CA,92505,2563864556
1000509,HELEN KELLER MEMORIAL HOSPITAL,9400 NO NAME UNO,GILROY,CA,95020,2563864556
1000510,HELEN KELLER MEMORIAL HOSPITAL,6001 NORRIS CANYON ROAD,SAN RAMON,CA,94583,2563864556
1000511,HELEN KELLER MEMORIAL HOSPITAL,401 BICENTENNIAL WAY,SANTA ROSA,CA,95403,2563864556
1000512,HELEN KELLER MEMORIAL HOSPITAL,1500 SAN PABLO ST,LOS ANGELES,CA,90033,2563864556
1000513,HELEN KELLER MEMORIAL HOSPITAL,2900 EUREKA WAY,REDDING,CA,96001,2563864556
1000514,HELEN KELLER MEMORIAL HOSPITAL,25500 MEDICAL CENTER DRIVE,MURRIETA,CA,92562,2563864556
1000515,HELEN KELLER MEMORIAL HOSPITAL,14850 ROSCOE BLVD,PANORAMA CITY,CA,91402,2563864556
1000516,HELEN KELLER MEMORIAL HOSPITAL,6125 NORTH FRESNO ST,FRESNO,CA,93710,2563864556
1000517,HELEN KELLER MEMORIAL HOSPITAL,16850 BEAR VALLEY RD,VICTORVILLE,CA,92395,2563864556
1000518,HELEN KELLER MEMORIAL HOSPITAL,7300 NORTH FRESNO ST,FRESNO,CA,93720,2563864556
1000519,HELEN KELLER MEMORIAL HOSPITAL,2900 CHANTICLEER AVENUE,SANTA CRUZ,CA,95065,2563864556
1000520,HELEN KELLER MEMORIAL HOSPITAL,7601 EAST IMPERIAL HIGHWAY,DOWNEY,CA,90242,2563864556
1000521,HELEN KELLER MEMORIAL HOSPITAL,1011 BALDWIN PARK BLVD,BALDWIN PARK,CA,91706,2563864556
1000522,HELEN KELLER MEMORIAL HOSPITAL,3001 SILLECT AVENUE,BAKERSFIELD,CA,93308,2563864556
1000523,HELEN KELLER MEMORIAL HOSPITAL,1421 OAKDALE ROAD,MODESTO,CA,95355,2563864556
1000524,HELEN KELLER MEMORIAL HOSPITAL,1720 TERMINO AVENUE,LONG BEACH,CA,90804,2563864556
1000525,HELEN KELLER MEMORIAL HOSPITAL,9080 COLIMA RD,WHITTIER,CA,90605,2563864556
1000526,HELEN KELLER MEMORIAL HOSPITAL,900 S ATLANTIC BLVD,MONTEREY PARK,CA,91754,2563864556
1000527,HELEN KELLER MEMORIAL HOSPITAL,525 N GARFIELD AVE,MONTEREY PARK,CA,91754,2563864556
1000528,HELEN KELLER MEMORIAL HOSPITAL,1701 SANTA ANITA AVE,SOUTH EL MONTE,CA,91733,2563864556
1000529,HELEN KELLER MEMORIAL HOSPITAL,555 EAST HARDY STREET,INGLEWOOD,CA,90301,2563864556
1000530,HELEN KELLER MEMORIAL HOSPITAL,4650 LINCOLN BLVD,MARINA DEL REY,CA,90291,2563864556
1000531,HELEN KELLER MEMORIAL HOSPITAL,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,CA,90036,2563864556
1000532,HELEN KELLER MEMORIAL HOSPITAL,1025 S ANAHEIM BLVD,ANAHEIM,CA,92805,2563864556
1000533,HELEN KELLER MEMORIAL HOSPITAL,2601 E CHAPMAN AVE,ORANGE,CA,92869,2563864556
1000534,HELEN KELLER MEMORIAL HOSPITAL,1001 NORTH TUSTIN AVENUE,SANTA ANA,CA,92705,2563864556
1000535,HELEN KELLER MEMORIAL HOSPITAL,2701 S BRISTOL ST,SANTA ANA,CA,92704,2563864556
1000536,HELEN KELLER MEMORIAL HOSPITAL,1777 WEST YOSEMITE AVE,MANTECA,CA,95337,2563864556
1000537,HELEN KELLER MEMORIAL HOSPITAL,6000 SAN VICENTE BLVD,LOS ANGELES,CA,90036,2563864556
1000538,HELEN KELLER MEMORIAL HOSPITAL,570 WILLOW ROAD,MENLO PARK,CA,94025,2563864556
1000539,HELEN KELLER MEMORIAL HOSPITAL,4929 VAN NUYS BLVD,SHERMAN OAKS,CA,91403,2563864556
1000540,HELEN KELLER MEMORIAL HOSPITAL,6655 ALVARADO ROAD,SAN DIEGO,CA,92120,2563864556
1000541,HELEN KELLER MEMORIAL HOSPITAL,5000 SAN BERNARDINO ST,MONTCLAIR,CA,91763,2563864556
1000542,HELEN KELLER MEMORIAL HOSPITAL,4501 SAND CREEK ROAD,ANTIOCH,CA,94531,2563864556
1000543,HELEN KELLER MEMORIAL HOSPITAL,18321 CLARK STREET,TARZANA,CA,91356,2563864556
1000544,HELEN KELLER MEMORIAL HOSPITAL,1711 WEST TEMPLE STREET,LOS ANGELES,CA,90026,2563864556
1000545,HELEN KELLER MEMORIAL HOSPITAL,1100 BUTTE ST,REDDING,CA,96001,2563864556
1000546,HELEN KELLER MEMORIAL HOSPITAL,27300 IRIS AVENUE,MORENO VALLEY,CA,92555,2563864556
1000547,HELEN KELLER MEMORIAL HOSPITAL,455 PLUMAS BLVD,YUBA CITY,CA,95991,2563864556
1000548,HELEN KELLER MEMORIAL HOSPITAL,1 QUALITY DRIVE,VACAVILLE,CA,95688,2563864556
1000549,DALE MEDICAL CENTER,16250 SAND CANYON AVENUE,IRVINE,CA,92618,3347742601
1000550,DALE MEDICAL CENTER,28062 BAXTER ROAD,MURRIETA,CA,92563,3347742601
1000551,DALE MEDICAL CENTER,13100 STUDERBAKER ROAD,NORWALK,CA,90650,3347742601
1000552,DALE MEDICAL CENTER,1600 EUREKA ROAD,ROSEVILLE,CA,95661,3347742601
1000553,DALE MEDICAL CENTER,13855 E 14TH STREET,SAN LEANDRO,CA,94578,3347742601
1000554,DALE MEDICAL CENTER,31700 TEMECULA PKWY,TEMECULA,CA,92592,3347742601
1000555,DALE MEDICAL CENTER,2776 PACIFIC AVENUE,LONG BEACH,CA,90806,3347742601
1000556,DALE MEDICAL CENTER,2500 MERCED STREET,SAN LEANDRO,CA,94577,3347742601
1000557,DALE MEDICAL CENTER,11234 ANDERSON STREET SUITE A,LOMA LINDA,CA,92354,3347742601
1000558,DALE MEDICAL CENTER,1680 EAST 120TH STREET,LOS ANGELES,CA,90059,3347742601
1000559,DALE MEDICAL CENTER,14662 NEWPORT AVE,TUSTIN,CA,92780,3347742601
1000560,DALE MEDICAL CENTER,501 PETALUMA AVENUE,SEBASTOPOL,CA,95472,3347742601
1000561,DALE MEDICAL CENTER,500 FIRST AVENUE,PORTOLA,CA,96122,3347742601
1000562,DALE MEDICAL CENTER,115 WEST E STREET,TEHACHAPI,CA,93561,3347742601
1000563,DALE MEDICAL CENTER,501 EAST LOCUST STREET,LONE PINE,CA,93545,3347742601
1000564,DALE MEDICAL CENTER,85 SIERRA PARK ROAD PO BOX 660,MAMMOTH LAKES,CA,93546,3347742601
1000565,DALE MEDICAL CENTER,5189 HOSPITAL ROAD,MARIPOSA,CA,95338,3347742601
1000566,DALE MEDICAL CENTER,43563 HWY 299 EAST,FALL RIVER MILLS,CA,96028,3347742601
1000567,DALE MEDICAL CENTER,1133 W SYCAMORE ST,WILLOWS,CA,95988,3347742601
1000568,DALE MEDICAL CENTER,100 FALLS CANYON ROAD,AVALON,CA,90704,3347742601
1000569,DALE MEDICAL CENTER,741 NORTH MAIN STREET,CEDARVILLE,CA,96104,3347742601
1000570,DALE MEDICAL CENTER,733 CEDAR ST,GARBERVILLE,CA,95542,3347742601
1000571,DALE MEDICAL CENTER,1 MARCELA DR,WILLITS,CA,95490,3347742601
1000572,DALE MEDICAL CENTER,240 SPRUCE STREET,GRIDLEY,CA,95948,3347742601
1000573,DALE MEDICAL CENTER,29101 HOSPITAL ROAD,LAKE ARROWHEAD,CA,92352,3347742601
1000574,DALE MEDICAL CENTER,6412 LAUREL AVE,LAKE ISABELLA,CA,93240,3347742601
1000575,DALE MEDICAL CENTER,60 EASTER AVENUE,WEAVERVILLE,CA,96093,3347742601
1000576,DALE MEDICAL CENTER,444 BRUCE STREET,YREKA,CA,96097,3347742601
1000577,DALE MEDICAL CENTER,15630 18TH AVE - HWY 53,CLEARLAKE,CA,95422,3347742601
1000578,DALE MEDICAL CENTER,3300 RENNER DRIVE,FORTUNA,CA,95540,3347742601
1000579,DALE MEDICAL CENTER,914 PINE STREET,MOUNT SHASTA,CA,96067,3347742601
1000580,DALE MEDICAL CENTER,1800 SPRING RIDGE DRIVE,SUSANVILLE,CA,96130,3347742601
1000581,DALE MEDICAL CENTER,1375 UNIVERSITY AVENUE,HEALDSBURG,CA,95448,3347742601
1000582,DALE MEDICAL CENTER,1401 BAILEY AVE,NEEDLES,CA,92363,3347742601
1000583,DALE MEDICAL CENTER,150 PIONEER LANE,BISHOP,CA,93514,3347742601
1000584,DALE MEDICAL CENTER,700 RIVER DR,FORT BRAGG,CA,95437,3347742601
1000585,DALE MEDICAL CENTER,1065 BUCKS LAKE ROAD,QUINCY,CA,95971,3347742601
1000586,DALE MEDICAL CENTER,130 BRENTWOOD DRIVE,CHESTER,CA,96020,3347742601
1000587,DALE MEDICAL CENTER,10121 PINE AVE,TRUCKEE,CA,96161,3347742601
1000588,DALE MEDICAL CENTER,5176 HILL ROAD EAST,LAKEPORT,CA,95453,3347742601
1000589,DALE MEDICAL CENTER,228 W MCDOWELL AVE,ALTURAS,CA,96101,3347742601
1000590,DALE MEDICAL CENTER,2050 VIBORG RD,SOLVANG,CA,93463,3347742601
1000591,DALE MEDICAL CENTER,768 MOUNTAIN RANCH RD,SAN ANDREAS,CA,95249,3347742601
1000592,DALE MEDICAL CENTER,1081 NORTH CHINA LAKE BLVD,RIDGECREST,CA,93555,3347742601
1000593,DALE MEDICAL CENTER,1306 MARICOPA HWY,OJAI,CA,93023,3347742601
1000594,DALE MEDICAL CENTER,41870 GARSTIN DR,BIG BEAR LAKE,CA,92315,3347742601
1000595,DALE MEDICAL CENTER,9300 VALLEY CHILDRENS PLACE,MADERA,CA,93636,3347742601
1000596,DALE MEDICAL CENTER,747 52ND STREET,OAKLAND,CA,94609,3347742601
1000597,DALE MEDICAL CENTER,4650 SUNSET BLVD,LOS ANGELES,CA,90027,3347742601
1000598,DALE MEDICAL CENTER,3020 CHILDRENS WAY,SAN DIEGO,CA,92123,3347742601
1000599,DALE MEDICAL CENTER,1201 W LA VETA AVE,ORANGE,CA,92868,3347742601
1000600,DALE MEDICAL CENTER,725 WELCH ROAD,PALO ALTO,CA,94304,3347742601
1000601,DALE MEDICAL CENTER,"27700 MEDICAL CENTER RD, 5TH FLOOR",MISSION VIEJO,CA,92691,3347742601
1000602,DALE MEDICAL CENTER,393 S TUSTIN STREET,ORANGE,CA,92866,3347742601
1000603,DALE MEDICAL CENTER,2801 ATLANTIC AVENUE,LONG BEACH,CA,90806,3347742601
1000604,CHEROKEE MEDICAL CENTER,3160 GENEVA STREET,LOS ANGELES,CA,90020,2569275531
1000605,CHEROKEE MEDICAL CENTER,2425 STOCKTON BOULEVARD,SACRAMENTO,CA,95817,2569275531
1000606,CHEROKEE MEDICAL CENTER,1801 16TH STREET,GREELEY,CO,80631,2569275531
1000607,CHEROKEE MEDICAL CENTER,1950 MOUNTAIN VIEW AVENUE,LONGMONT,CO,80501,2569275531
1000608,CHEROKEE MEDICAL CENTER,1600 PRAIRIE CENTER PARKWAY,BRIGHTON,CO,80601,2569275531
1000609,CHEROKEE MEDICAL CENTER,800 S 3RD ST,MONTROSE,CO,81401,2569275531
1000610,CHEROKEE MEDICAL CENTER,106 BLANCA AVE,ALAMOSA,CO,81101,2569275531
1000611,CHEROKEE MEDICAL CENTER,8300 W 38TH AVE,WHEAT RIDGE,CO,80033,2569275531
1000612,CHEROKEE MEDICAL CENTER,1024 S LEMAY AVE,FORT COLLINS,CO,80524,2569275531
1000613,CHEROKEE MEDICAL CENTER,777 BANNOCK ST,DENVER,CO,80204,2569275531
1000614,CHEROKEE MEDICAL CENTER,1008 MINNEQUA AVE,PUEBLO,CO,81004,2569275531
1000615,CHEROKEE MEDICAL CENTER,1010 THREE SPRINGS BLVD,DURANGO,CO,81301,2569275531
1000616,CHEROKEE MEDICAL CENTER,1719 E 19TH AVE,DENVER,CO,80218,2569275531
1000617,CHEROKEE MEDICAL CENTER,11600 WEST 2ND PLACE,LAKEWOOD,CO,80228,2569275531
1000618,CHEROKEE MEDICAL CENTER,1338 PHAY AVE,CANON CITY,CO,81212,2569275531
1000619,CHEROKEE MEDICAL CENTER,400 W 16TH STREET,PUEBLO,CO,81003,2569275531
1000620,CHEROKEE MEDICAL CENTER,1400 E BOULDER ST,COLORADO SPRINGS,CO,80909,2569275531
1000621,CHEROKEE MEDICAL CENTER,2635 N 7TH STREET,GRAND JUNCTION,CO,81502,2569275531
1000622,CHEROKEE MEDICAL CENTER,12605 EAST 16TH AVENUE,AURORA,CO,80045,2569275531
1000623,CHEROKEE MEDICAL CENTER,4747 ARAPAHOE AVENUE,BOULDER,CO,80304,2569275531
1000624,CHEROKEE MEDICAL CENTER,1375 EAST 19TH AVE,DENVER,CO,80218,2569275531
1000625,CHEROKEE MEDICAL CENTER,2000 BOISE AVE,LOVELAND,CO,80538,2569275531
1000626,CHEROKEE MEDICAL CENTER,2222 N NEVADA AVE,COLORADO SPRINGS,CO,80907,2569275531
1000627,CHEROKEE MEDICAL CENTER,4567 E 9TH AVENUE,DENVER,CO,80220,2569275531
1000628,CHEROKEE MEDICAL CENTER,501 E HAMPDEN AVENUE,ENGLEWOOD,CO,80113,2569275531
1000629,CHEROKEE MEDICAL CENTER,1100 CARSON AVENUE,LA JUNTA,CO,81050,2569275531
1000630,CHEROKEE MEDICAL CENTER,602 N 6TH W ST,CHEYENNE WELLS,CO,80810,2569275531
1000631,CHEROKEE MEDICAL CENTER,1000 LINCOLN ST,FORT MORGAN,CO,80701,2569275531
1000632,CHEROKEE MEDICAL CENTER,1024 CENTRAL PARK DR,STEAMBOAT SPRINGS,CO,80487,2569275531
1000633,CHEROKEE MEDICAL CENTER,2351 G RD,GRAND JUNCTION,CO,81505,2569275531
1000634,CHEROKEE MEDICAL CENTER,2525 S DOWNING ST,DENVER,CO,80210,2569275531
1000635,CHEROKEE MEDICAL CENTER,9191 GRANT ST,THORNTON,CO,80229,2569275531
1000636,CHEROKEE MEDICAL CENTER,1501 E 3RD STREET,DELTA,CO,81416,2569275531
1000637,CHEROKEE MEDICAL CENTER,1906 BLAKE AVE,GLENWOOD SPRINGS,CO,81601,2569275531
1000638,CHEROKEE MEDICAL CENTER,615 FAIRHURST ST,STERLING,CO,80751,2569275531
1000639,CHEROKEE MEDICAL CENTER,181 W MEADOW DRIVE,VAIL,CO,81657,2569275531
1000640,CHEROKEE MEDICAL CENTER,1501 S POTOMAC ST,AURORA,CO,80012,2569275531
1000641,CHEROKEE MEDICAL CENTER,100 HEALTH PARK DRIVE,LOUISVILLE,CO,80027,2569275531
1000642,CHEROKEE MEDICAL CENTER,14300 ORCHARD PARKWAY,WESTMINSTER,CO,80023,2569275531
1000643,CHEROKEE MEDICAL CENTER,1400 JACKSON ST,DENVER,CO,80206,2569275531
1000644,CHEROKEE MEDICAL CENTER,10101 RIDGE GATE PARKWAY,LONE TREE,CO,80124,2569275531
1000645,CHEROKEE MEDICAL CENTER,7700 S BROADWAY,LITTLETON,CO,80122,2569275531
1000646,CHEROKEE MEDICAL CENTER,9395 CROWN CREST BLVD,PARKER,CO,80138,2569275531
1000647,CHEROKEE MEDICAL CENTER,200 EXEMPLA CIRCLE,LAFAYETTE,CO,80026,2569275531
1000648,CHEROKEE MEDICAL CENTER,575 RIVERGATE LANE,DURANGO,CO,81301,2569275531
1000649,CHEROKEE MEDICAL CENTER,340 PEAK ONE DRIVE,FRISCO,CO,80443,2569275531
1000650,CHEROKEE MEDICAL CENTER,2500 ROCKY MOUNTAIN AVENUE,LOVELAND,CO,80538,2569275531
1000651,CHEROKEE MEDICAL CENTER,11650 W 2ND PLACE,LAKEWOOD,CO,80228,2569275531
1000652,CHEROKEE MEDICAL CENTER,2350 MEADOWS BLVD,CASTLE ROCK,CO,80109,2569275531
1000653,CHEROKEE MEDICAL CENTER,4700 LADY MOON DR,FORT COLLINS,CO,80528,2569275531
1000654,CHEROKEE MEDICAL CENTER,1208 LUTHER STREET,EADS,CO,81036,2569275531
1000655,CHEROKEE MEDICAL CENTER,310 COUNTY RD 14,DEL NORTE,CO,81132,2569275531
1000656,CHEROKEE MEDICAL CENTER,300 WEST OTTLEY AVENUE,FRUITA,CO,81521,2569275531
1000657,CHEROKEE MEDICAL CENTER,2400 W EDISON ST,BRUSH,CO,80723,2569275531
1000658,CHEROKEE MEDICAL CENTER,235 W FLETCHER STREET,HAXTUN,CO,80731,2569275531
1000659,BAPTIST MEDICAL CENTER SOUTH,1001 E JOHNSON STREET,HOLYOKE,CO,80734,3342882100
1000660,BAPTIST MEDICAL CENTER SOUTH,111 6TH ST,HUGO,CO,80821,3342882100
1000661,BAPTIST MEDICAL CENTER SOUTH,225 EAGLECREST,RANGELY,CO,81648,3342882100
1000662,BAPTIST MEDICAL CENTER SOUTH,19021 US HWY 285,LA JARA,CO,81140,3342882100
1000663,BAPTIST MEDICAL CENTER SOUTH,1017 W 7TH ST,WRAY,CO,80758,3342882100
1000664,BAPTIST MEDICAL CENTER SOUTH,900 CEDAR STREET,JULESBURG,CO,80737,3342882100
1000665,BAPTIST MEDICAL CENTER SOUTH,373 E TENTH AVE,SPRINGFIELD,CO,81073,3342882100
1000666,BAPTIST MEDICAL CENTER SOUTH,555 PROSPECT AVENUE,ESTES PARK,CO,80517,3342882100
1000667,BAPTIST MEDICAL CENTER SOUTH,286 16TH STREET,BURLINGTON,CO,80807,3342882100
1000668,BAPTIST MEDICAL CENTER SOUTH,750 HOSPITAL LOOP,CRAIG,CO,81625,3342882100
1000669,BAPTIST MEDICAL CENTER SOUTH,1000 WEST 8TH AVENUE,YUMA,CO,80759,3342882100
1000670,BAPTIST MEDICAL CENTER SOUTH,23500 US HWY 160,WALSENBURG,CO,81089,3342882100
1000671,BAPTIST MEDICAL CENTER SOUTH,501 AIRPORT ROAD,RIFLE,CO,81650,3342882100
1000672,BAPTIST MEDICAL CENTER SOUTH,214 S 4TH STREET,KREMMLING,CO,80459,3342882100
1000673,BAPTIST MEDICAL CENTER SOUTH,822 W 4TH STREET,LEADVILLE,CO,80461,3342882100
1000674,BAPTIST MEDICAL CENTER SOUTH,711 N TAYLOR STREET,GUNNISON,CO,81230,3342882100
1000675,BAPTIST MEDICAL CENTER SOUTH,410 BENEDICTA AVENUE,TRINIDAD,CO,81082,3342882100
1000676,BAPTIST MEDICAL CENTER SOUTH,1000 RUSH DRIVE,SALIDA,CO,81201,3342882100
1000677,BAPTIST MEDICAL CENTER SOUTH,401 KENDALL DRIVE,LAMAR,CO,81052,3342882100
1000678,BAPTIST MEDICAL CENTER SOUTH,0401 CASTLE CREEK ROAD,ASPEN,CO,81611,3342882100
1000679,BAPTIST MEDICAL CENTER SOUTH,100 PIONEERS MEDICAL CENTER DRIVE,MEEKER,CO,81641,3342882100
1000680,BAPTIST MEDICAL CENTER SOUTH,16420 HIGHWAY 24,WOODLAND PARK,CO,80863,3342882100
1000681,BAPTIST MEDICAL CENTER SOUTH,1311 N MILDRED RD,CORTEZ,CO,81321,3342882100
1000682,BAPTIST MEDICAL CENTER SOUTH,95 SOUTH PAGOSA BOULEVARD,PAGOSA SPRINGS,CO,81147,3342882100
1000683,BAPTIST MEDICAL CENTER SOUTH,13123 EAST 16TH AVENUE,AURORA,CO,80045,3342882100
1000684,BAPTIST MEDICAL CENTER SOUTH,114 WOODLAND STREET,HARTFORD,CT,6105,3342882100
1000685,BAPTIST MEDICAL CENTER SOUTH,320 POMFRET STREET,PUTNAM,CT,6260,3342882100
1000686,BAPTIST MEDICAL CENTER SOUTH,"50 HOSPITAL HILL ROAD, PO BOX 789",SHARON,CT,6069,3342882100
1000687,BAPTIST MEDICAL CENTER SOUTH,64 ROBBINS ST,WATERBURY,CT,6721,3342882100
1000688,BAPTIST MEDICAL CENTER SOUTH,30 SHELBURNE ROAD,STAMFORD,CT,6904,3342882100
1000689,BAPTIST MEDICAL CENTER SOUTH,365 MONTAUK AVE,NEW LONDON,CT,6320,3342882100
1000690,BAPTIST MEDICAL CENTER SOUTH,201 CHESTNUT HILL ROAD,STAFFORD SPRINGS,CT,6076,3342882100
1000691,BAPTIST MEDICAL CENTER SOUTH,267 GRANT STREET,BRIDGEPORT,CT,6610,3342882100
1000692,BAPTIST MEDICAL CENTER SOUTH,540 LITCHFIELD ST,TORRINGTON,CT,6790,3342882100
1000693,BAPTIST MEDICAL CENTER SOUTH,31 UNION ST,ROCKVILLE,CT,6066,3342882100
1000694,BAPTIST MEDICAL CENTER SOUTH,56 FRANKLIN ST,WATERBURY,CT,6706,3342882100
1000695,BAPTIST MEDICAL CENTER SOUTH,435 LEWIS AVENUE,MERIDEN,CT,6450,3342882100
1000696,BAPTIST MEDICAL CENTER SOUTH,5 PERRYRIDGE RD,GREENWICH,CT,6830,3342882100
1000697,BAPTIST MEDICAL CENTER SOUTH,300 SEASIDE AVENUE,MILFORD,CT,6460,3342882100
1000698,BAPTIST MEDICAL CENTER SOUTH,28 CRESCENT ST,MIDDLETOWN,CT,6457,3342882100
1000699,BAPTIST MEDICAL CENTER SOUTH,112 MANSFIELD AVENUE,WILLIMANTIC,CT,6226,3342882100
1000700,BAPTIST MEDICAL CENTER SOUTH,20 YORK ST,NEW HAVEN,CT,6504,3342882100
1000701,BAPTIST MEDICAL CENTER SOUTH,326 WASHINGTON ST,NORWICH,CT,6360,3342882100
1000702,BAPTIST MEDICAL CENTER SOUTH,80 SEYMOUR STREET,HARTFORD,CT,6102,3342882100
1000703,BAPTIST MEDICAL CENTER SOUTH,71 HAYNES ST,MANCHESTER,CT,6040,3342882100
1000704,BAPTIST MEDICAL CENTER SOUTH,2800 MAIN ST,BRIDGEPORT,CT,6606,3342882100
1000705,BAPTIST MEDICAL CENTER SOUTH,BREWSTER RD,BRISTOL,CT,6010,3342882100
